Dışa Aktarım Tarihi:,09.06.2026 11:42:42
Toplam Kayıt Sayısı:,20086

Fon Kodu,Fon Adı,Tarih,Fiyat,Tedavüldeki Pay Sayısı,Kişi Sayısı,Fon Toplam Değer
DP8,DENİZ PORTFÖY KAR PAYI ÖDEYEN ALTINCI SERBEST (DÖVİZ) FON,22.05.2026,"45,875021",8263079.00,50,"379068924,11"
DP9,DENİZ PORTFÖY KAR PAYI ÖDEYEN YEDİNCİ SERBEST (DÖVİZ) FON,22.05.2026,"45,57767",126389046.00,155,"5760518227,74"
DPB,DENİZ PORTFÖY SERBEST (DÖVİZ) FON,22.05.2026,"22,669559",756592068.00,3700,"17151608340,36"
DPC,DENİZ PORTFÖY FRS SERBEST (DÖVİZ) ÖZEL FON,22.05.2026,"93,209509",3444375.00,1,"321048503,17"
DPE,DENİZ PORTFÖY EGE SERBEST (DÖVİZ) ÖZEL FON,22.05.2026,"21,204494",65456679.00,1,"1387975788,69"
DPG,DENİZ PORTFÖY REYHAN SERBEST (DÖVİZ) ÖZEL FON,22.05.2026,"94,104604",5734193.00,2,"539613963,65"
DPI,DENİZ PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.05.2026,"8,158078",33100568.00,114,"270037017,95"
DPK,DENİZ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,22.05.2026,"7,890254",134252638.00,1272,"1059287398,52"
DPL,DENİZ PORTFÖY NİL SERBEST (DÖVİZ) ÖZEL FON,22.05.2026,"97,344289",25851584.00,1,"2516504062,20"
DPN,DENİZ PORTFÖY NEVA SERBEST (DÖVİZ) ÖZEL FON,22.05.2026,"56,648143",39240.00,1,"2222873,14"
DPP,DENİZ PORTFÖY HLC SERBEST (DÖVİZ) ÖZEL FON,22.05.2026,"158,713471",1349932.00,2,"214252392,68"
DPT,DENİZ PORTFÖY BİST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON ),22.05.2026,"16,170674",19179057.00,5407,"310138280,88"
DPZ,DENİZ PORTFÖY YAZ SERBEST (DÖVİZ) ÖZEL FON,22.05.2026,"77,642766",1481286.00,1,"115011141,64"
DRA,NEO PORTFÖY DORA SERBEST FON,22.05.2026,"1,074928",38505437.00,25,"41390562,08"
DRD,DENİZ PORTFÖY KAR PAYI ÖDEYEN ONBİRİNCİ SERBEST (DÖVİZ-AVRO) FON,22.05.2026,"53,426448",31346487.00,153,"1674731460,47"
DRH,PARDUS PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),22.05.2026,"1,039872",138648812.00,69,"144176950,31"
DRS,DENİZ PORTFÖY GÜL SERBEST (DÖVİZ) ÖZEL FON,22.05.2026,"69,834356",3322255.00,3,"232007539,93"
DRT,DENİZ PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,22.05.2026,"1,156139",28035572.00,521,"32413018,70"
DSC,DENİZ PORTFÖY RÜ SERBEST (DÖVİZ) ÖZEL FON,22.05.2026,"62,54876",14860108.00,1,"929481328,80"
DSD,DENİZ PORTFÖY İKİNCİ SERBEST (DÖVİZ_AVRO) FON,22.05.2026,"67,007374",82107615.00,1603,"5501815691,43"
DSP,DENİZ PORTFÖY DENGELİ FON SEPETİ FONU,22.05.2026,"13,662686",9947891.00,1085,"135914916,01"
DSV,DENİZ PORTFÖY 2028 SERBEST (DÖVİZ) FON,22.05.2026,"46,204375",148177820.00,46,"6846463623,27"
DTH,EMAA BLUE PORTFÖY DÖNÜŞÜM TEKNOLOJİLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.05.2026,"1,281394",167244701.00,303,"214306352,78"
DTL,DENİZ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.05.2026,"3,930488",40973411.00,3755,"161045497,49"
DTM,DENİZ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER DEĞİŞKEN FON,22.05.2026,"1,329542",47052342.00,3122,"62558073,59"
DTO,DENİZ PORTFÖY KAR PAYI ÖDEYEN ONDÖRDÜNCÜ SERBEST (DÖVİZ) FON,22.05.2026,"45,532398",2488055.00,139,"113287110,82"
DTP,AZİMUT PORTFÖY ADATEPE SERBEST ÖZEL FON,22.05.2026,"1,908973",905970033.00,4,"1729472244,55"
DTV,DENİZ PORTFÖY CEY SERBEST (DÖVİZ) ÖZEL FON,22.05.2026,"64,305739",60375603.00,4,"3882497747,40"
DTZ,AK PORTFÖY ROBOTİK TEKNOLOJİLER DEĞİŞKEN FON,22.05.2026,"4,891117",63171592.00,6982,"308979641,93"
DUC,DENİZ PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),22.05.2026,"0,562804",346361.00,12,"194933,26"
DUD,DENİZ PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON,22.05.2026,"48,314732",6021795.00,235,"290941412,87"
DUH,HEDEF PORTFÖY UFUK HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.05.2026,"0,986895",4869901.00,109,"4806081,17"
DUT,DENİZ PORTFÖY KAR PAYI ÖDEYEN DÖRDÜNCÜ SERBEST (DÖVİZ) FON,22.05.2026,"45,813449",18469057.00,250,"846131207,05"
DUV,DENİZ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,22.05.2026,"1,17943",55304649.00,199,"65227944,60"
DVC,DENİZ PORTFÖY LİYA SERBEST (DÖVİZ) ÖZEL FON,22.05.2026,"64,448141",825000.00,1,"53169715,93"
DVI,DENİZ PORTFÖY OLBA SERBEST (DÖVİZ) ÖZEL FON,22.05.2026,"72,906806",2522899.00,2,"183936508,76"
DVN,DENİZ PORTFÖY G2B SERBEST (DÖVİZ) ÖZEL FON,22.05.2026,"61,424169",4789538.00,1,"294193392,73"
DVO,DENİZ PORTFÖY BİRİNCİ SERBEST (TL) ÖZEL FON,22.05.2026,"4,859881",6407587.00,1,"31140107,35"
DVS,DENİZ PORTFÖY KISA VADELİ SERBEST (TL) FON,22.05.2026,"1,425223",181853942.00,315,"259182500,45"
DVT,DENİZ PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,22.05.2026,"9,01395",93754644.00,11241,"845099717,47"
DVU,AZİMUT PORTFÖY 17.0 SERBEST ÖZEL FON,22.05.2026,"7,78057",177124605.00,5,"1378130423,96"
DVZ,DENİZ PORTFÖY EFES SERBEST (DÖVİZ) ÖZEL FON,22.05.2026,"62,332807",21011556.00,1,"1309709260,51"
DXP,DENİZ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),22.05.2026,"1,717339",28754815.00,1174,"49381779,57"
DYJ,DENİZ PORTFÖY KAR PAYI ÖDEYEN ÜÇÜNCÜ SERBEST (DÖVİZ) FON,22.05.2026,"45,710395",23490997.00,154,"1073782762,03"
DYN,DENİZ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,22.05.2026,"4,586843",17228708.00,1763,"79025384,30"
DYS,DENİZ PORTFÖY SAM YELİ SERBEST FON,22.05.2026,"1,527656",11610791.00,13,"17737298,11"
DZ2,DENİZ PORTFÖY İKİNCİ SERBEST ÖZEL FON,22.05.2026,"1,338832",8895219169.00,2,"11909201966,41"
DZE,DENİZ PORTFÖY BIST 100 ENDEKSİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),22.05.2026,"0,934609",243389100.00,3012,"227473545,38"
DZM,DENİZ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,22.05.2026,"80,566855",236148196.00,4687,"19025717514,72"
DZP,AZİMUT PORTFÖY DENİZ SERBEST (DÖVİZ) ÖZEL FON,22.05.2026,"57,075796",7788000.00,2,"444506302,10"
DZS,AK PORTFÖY DOKUZUNCU SERBEST FON,22.05.2026,"1,439807",42519290.00,154,"61219566,51"
EBD,GLOBAL MD PORTFÖY İKİNCİ DEĞİŞKEN FON,22.05.2026,"0,253546",263395976.00,547,"66783098,18"
EBI,EMAA BLUE PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON,22.05.2026,"53,276152",13265400.00,26,"706729473,05"
EBS,EMAA BLUE PORTFÖY BİRİNCİ SERBEST (DÖVİZ-ABD DOLARI) FON,22.05.2026,"46,080222",78135236.00,33,"3600489054,00"
EC2,GLOBAL MD PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),22.05.2026,"80,664966",985154.80,2456,"79467478,12"
ECA,GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON,22.05.2026,"1,653723",123911775.00,380,"204915771,96"
ECB,GLOBAL MD PORTFÖY PARA PİYASASI (TL) FONU,22.05.2026,"48,568336",13667493.00,3208,"663807391,83"
ECV,GLOBAL MD PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,22.05.2026,"0,445378",223993915.18,2439,"99762014,19"
EDD,QNB PORTFÖY ENPARA DENGELİ DEĞİŞKEN ÖZEL FON,22.05.2026,"1,051266",10139475.00,37,"10659287,04"
EDP,NEO PORTFÖY KORUNCUK EĞİTİME DESTEK PARA PİYASASI SERBEST FON,22.05.2026,"1,055429",50938426.00,33,"53761877,16"
EDT,DENİZ PORTFÖY TED EĞİTİME DESTEK SERBEST FON,22.05.2026,"2,050241",469646583.00,654,"962888728,51"
EDU,İŞ PORTFÖY TEV EĞİTİME DESTEK DEĞİŞKEN FON,22.05.2026,"3,269562",133356623.00,659,"436017684,88"
