Dışa Aktarım Tarihi:,24.08.2026 09:41:05
Toplam Kayıt Sayısı:,2037

Fon Kodu,Fon Adı,Tarih,Fiyat,Tedavüldeki Pay Sayısı,Kişi Sayısı,Fon Toplam Değer
AJ1,A1 CAPİTAL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,335666",7760537.00,87,"10365486,26"
AJE,AK PORTFÖY ÜÇÜNCÜ SERBEST ( DÖVİZ ) FON,24.08.2026,"63,353861",43973929.00,954,"2785918198,83"
AJK,AK PORTFÖY 0-5 YIL VADELİ SERBEST (DÖVİZ) FON,24.08.2026,"64,609525",1999197.00,132,"129167169,34"
AJL,AK PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,24.08.2026,"64,365363",72397735.00,1297,"4659906525,92"
AJN,AK PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON,24.08.2026,"61,744483",6848049.00,271,"422829244,18"
AK2,AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,24.08.2026,"0,54365",311171037.00,9082,"169168115,47"
AK3,AK PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),24.08.2026,"54,19641",152507244.00,20346,"8265345108,32"
AKE,AK PORTFÖY EUROBOND (AMERİKAN DOLARI) BORÇLANMA ARAÇLARI FONU,24.08.2026,"0,527759",1980070307.00,13408,"1045000120,67"
AKU,AK PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),24.08.2026,"0,985506",2379367616.00,16869,"2344881450,84"
AL4,ALBARAKA PORTFÖY ALBARAKA TÜRK KISA VADELİ KATILIM SERBEST (TL) FON,24.08.2026,"4,000032",318546011.00,12,"1274194226,71"
AL5,ALBARAKA PORTFÖY KATILIM SERBEST (DÖVİZ) FON,24.08.2026,"53,981649",257765301.00,2364,"13914596037,21"
AL6,ALBARAKA PORTFÖY VAKIF KATILIM KISA VADELİ KATILIM SERBEST (TL) FON,24.08.2026,"3,917192",1426593054.00,12,"5588238662,39"
AL7,ALBARAKA PORTFÖY İKİNCİ KISA VADELİ KATILIM SERBEST (TL) FON,24.08.2026,"3,775713",2290343142.00,107,"8647679129,39"
ALC,AK PORTFÖY KAR PAYI ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),24.08.2026,"0,384362",4319587012.00,24894,"1660285136,20"
ALE,AK PORTFÖY PARA PİYASASI (TL) FONU,24.08.2026,"13,556675",6747712486.00,147228,"91476542839,53"
AN1,STRATEJİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,24.08.2026,"112,390672",12043886.25,2874,"1353620466,90"
ANL,AK PORTFÖY ALTERNATİF BANK PARA PİYASASI (TL)FONU,24.08.2026,"37,60708",16670815.00,3643,"626940671,40"
ANZ,ATA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,24.08.2026,"21,859032",11835781.00,158,"258718715,73"
AOJ,ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,630199",12488119.00,204,"20358118,20"
AOY,AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU,24.08.2026,"0,363521",2941106666.00,36099,"1069154653,94"
AP2,ATLAS PORTFÖY BEŞİNCİ SERBEST (TL) FON,24.08.2026,"3,063887",279236705.00,34,"855549653,28"
AP4,ATLAS PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,116609",249218342.00,11,"278279425,16"
AP5,ATLAS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"0,845263",1028353.00,12,"869228,99"
AP6,PARDUS PORTFÖY ALTINCI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"7,567038",95325057.00,45,"721328329,05"
AP7,PARDUS PORTFÖY ALGO ETNA İSTATİSTİKSEL ARBİTRAJ SERBEST FON,24.08.2026,"2,66887",88777184.00,465,"236934795,09"
APJ,AK PORTFÖY BIST ŞİRKETLERİ FON SEPETİ FONU,24.08.2026,"0,00",0.00,2905,"0,00"
APP,AK PORTFÖY P1 SERBEST ÖZEL FON,24.08.2026,"33,787422",6415502.00,2,"216763275,63"
APT,AK PORTFÖY ORTA VADELI BORÇLANMA ARAÇLARI FONU,24.08.2026,"0,161882",1747640178.00,13010,"282911853,30"
ARE,İSTANBUL PORTFÖY YABANCI HİSSE SENEDİ FONU,24.08.2026,"0,257131",179975750.00,1958,"46277333,90"
ARF,AK PORTFÖY ÖPY İKİNCİ SERBEST (TL) ÖZEL FON,24.08.2026,"8,87882",90349894.00,1,"802200406,25"
ARL,AK PORTFÖY BİRİNCİ FON SEPETİ FONU,24.08.2026,"0,00",0.00,7417,"0,00"
ARM,AK PORTFÖY İKİNCİ FON SEPETİ FONU,24.08.2026,"0,00",0.00,5101,"0,00"
ARP,AK PORTFÖY ÖPY BİRİNCİ SERBEST ÖZEL FON,24.08.2026,"41,641529",75563996.00,1,"3146600304,38"
AS1,ALLBATROSS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,24.08.2026,"45,572356",149967.00,39,"6834349,56"
AS3,ALLBATROSS PORTFÖY ATLAS SERBEST FON,24.08.2026,"0,754654",225848060.00,16,"170437122,28"
ASJ,AKTİF PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),24.08.2026,"3,965839",15743611.00,753,"62436632,60"
ATJ,AZİMUT PORTFÖY İKİNCİ DEĞİŞKEN FON,24.08.2026,"23,395259",45294433.00,9,"1059675005,68"
AU1,A1 CAPİTAL PORTFÖY ALTIN FONU,24.08.2026,"1,246546",41981815.00,872,"52332275,24"
AUV,AK PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON,24.08.2026,"50,09975",8834007.00,545,"442581545,21"
AVC,ATA PORTFÖY İKİNCİ SERBEST (TL) FON,24.08.2026,"135,468757",2028702.00,12,"274825739,15"
AVT,AK PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,24.08.2026,"227,324937",17697154.00,19791,"4023004424,39"
AVZ,AK PORTFÖY EMS SERBEST ( DÖVİZ ) ÖZEL FON,24.08.2026,"95,014661",2302470.00,1,"218768405,73"
AY6,AZİMUT PORTFÖY 26.0 SERBEST FON,24.08.2026,"1,393057",78262194.00,11,"109023678,63"
AY7,AZİMUT PORTFÖY 27.0 SERBEST FON,24.08.2026,"1,66659",189103512.00,12,"315158070,74"
AYA,ATA PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),24.08.2026,"19,242832",58501458.00,9684,"1125733714,80"
AYR,AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU,24.08.2026,"0,140504",11964925846.00,13099,"1681118631,51"
AZF,AK PORTFÖY PY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) ÖZEL FONU,24.08.2026,"0,186481",3325162435.00,4,"620078200,55"
AZJ,AZİMUT PYŞ STRATEJİ-1 SERBEST FON,24.08.2026,"21,009834",92295225.00,65,"1939107364,58"
AZV,AZİMUT PORTFÖY BKS SERBEST (DÖVİZ) ÖZEL FON,24.08.2026,"27,34593",167557260.00,5,"4582009118,79"
AZZ,AK PORTFÖY ÖPY MUTLAK GETİRİ HEDEFLİ SERBEST (DÖVİZ) ÖZEL FON,24.08.2026,"63,83011",396560996.00,6,"25312532118,52"
BA1,GLOBAL MD PORTFÖY BİRİNCİ SERBEST FON,24.08.2026,"1,871097",202405252.00,28,"378719799,50"
BAC,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,947795",854692790.00,12,"1664766229,70"
BAG,BULLS PORTFÖY ATAK DEĞIŞKEN FON,24.08.2026,"1,054799",89078790.00,172,"93960262,50"
BAI,BV PORTFÖY ALTIN KATILIM FONU,24.08.2026,"1,134147",41112267.00,93,"46627339,06"
BAL,QNB PORTFÖY BALY SERBEST (DÖVİZ) ÖZEL FON,24.08.2026,"50,062327",21974290.00,1,"1100084085,96"
BAO,AZİMUT PORTFÖY BARKIN SERBEST (TL) ÖZEL FON,24.08.2026,"3,090318",23497385.00,4,"72614403,17"
BAS,İŞ PORTFÖY BAŞAK SERBEST (DÖVİZ) ÖZEL FON,24.08.2026,"54,026343",28610784.00,1,"1545736041,72"
BBF,PARDUS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,24.08.2026,"3,604124",39500379.00,892,"142364259,08"
BBI,ALLBATROSS PORTFÖY BİANCO SERBEST (TL) FON,24.08.2026,"1,281095",679926.00,11,"871050,00"
BBN,BULLS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"0,579071",2300561650.00,13,"1332188990,14"
BBO,BULLS PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"0,87453",346308033.00,11,"302856828,47"
BBP,ALLBATROSS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,24.08.2026,"2,260036",9952950.00,614,"22494020,38"
BBS,BULLS PORTFÖY BİRİNCİ SERBEST (TL) FON,24.08.2026,"1,623785",874792105.00,804,"1420474218,14"
BCC,ASTRA PORTFÖY BCC SERBEST (DÖVİZ) ÖZEL FON,24.08.2026,"77,568204",41712119.00,3,"3235534141,09"
BCK,DENİZ PORTFÖY BLOCKCHAİN VE FINTECH TEKNOLOJİLERİ DEĞİŞKEN FON,24.08.2026,"2,070907",55911218.00,2272,"115786955,33"
BCO,BULLS PORTFÖY ÇOKLU VARLIK KATILIM FONU,24.08.2026,"2,003967",22691064.00,596,"45472148,44"
BDA,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ-AVRO) FON,24.08.2026,"57,263099",108354153.00,783,"6204694583,25"
BDC,AURA PORTFÖY BODRUM SERBEST FON,24.08.2026,"9,181924",39065815.00,31,"358699338,59"
BDI,PARDUS PORTFÖY BIST 50 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"0,000262",1078899892204.00,72,"282393786,17"
BDO,BULLS PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"2,913854",1097585390.00,11,"3198203166,11"
BDS,PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),24.08.2026,"2,173829",105683275.00,7849,"229737366,78"
BDY,AK PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,73835",56004968.00,2289,"97356216,61"
BFE,ALLBATROSS PORTFÖY BİRİNCİ FON SEPETİ FONU,24.08.2026,"1,813332",5624315.00,58,"10198748,63"
BFO,İŞ PORTFÖY BFO1 SERBEST (DÖVİZ) ÖZEL FON,24.08.2026,"54,452149",203562943.00,1,"11084439610,05"
BFS,BULLS PORTFÖY EMTİA FON SEPETİ FONU,24.08.2026,"1,062147",20943138.00,234,"22244697,96"
BFT,AZİMUT PORTFÖY BANKA VE FİNANS SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,140234",173186282.00,542,"197472856,23"
BGH,AZİMUT PORTFÖY BGN HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"2,190232",470029440.00,1,"1029473309,80"
BGP,AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU,24.08.2026,"6,559054",9738997887.00,29128,"63878617065,06"
BGR,AK PORTFÖY BIST GYO ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,023609",30752758.00,127,"31478814,27"
BHA,BULLS PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,760585",53195525.00,713,"93655254,98"
BHE,AK PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,995551",19885046.00,66,"39681622,92"
BHF,PARDUS PORTFÖY BİRİNCİ DEĞİŞKEN FON,24.08.2026,"3,153536",61208633.00,1532,"193023650,76"
BHH,PARDUS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"0,216075",1937513182.00,71,"418648811,16"
BHI,BV PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"2,358977",836197832.00,437,"1972571507,58"
BHL,İŞ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,294868",75090022.00,797,"97231650,66"
BHN,A1 CAPİTAL PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,248189",469740674.00,41,"586325107,78"
BHO,AZİMUT PORTFÖY BİRİNCİ PY HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,207183",1224797601.00,1,"1478555279,84"
BI5,BULLS PORTFÖY BIST 50 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,098543",90618026.00,14,"99547841,68"
BIA,TRİVE PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"0,232978",3732290.00,18,"869540,40"
BID,QNB PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),24.08.2026,"3,314953",70501396.00,2023,"233708842,25"
BIG,YAPI KREDİ PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,457811",366903044.00,3257,"534875405,44"
BIH,PARDUS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),24.08.2026,"8,902275",99742511.00,524,"887935307,13"
BIK,BULLS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,217751",2326034321.00,15,"2832530877,12"
BIO,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),24.08.2026,"2,424573",374271177.00,10156,"907447860,78"
BIP,İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,24.08.2026,"1,644724",2183937983.00,226,"3591975178,49"
BIS,BV PORTFÖY BİRİNCİ SERBEST FON,24.08.2026,"1,787537",442225562.00,60,"790494470,95"
BIY,AZİMUT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,414745",61032597.00,330,"86345580,69"
BJD,AZİMUT PORTFÖY 13.0 SERBEST (DÖVİZ) FON,24.08.2026,"53,283092",14391853.00,109,"766842430,74"
BKO,AZİMUT PORTFÖY BİRİNCİ KATILIM SERBEST ÖZEL FON,24.08.2026,"1,285271",1117949458.00,1,"1436868272,84"
BKY,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,24.08.2026,"49,828847",138322536.00,994,"6892452504,58"
BLA,BULLS PORTFÖY ALGORİTMİK HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"4,548871",935298004.00,15,"4254550023,71"
BLD,DENİZ PORTFÖY BALEV EĞİTİME DESTEK SERBEST FON,24.08.2026,"1,673061",306118953.00,729,"512155611,68"
BLT,BULLS PORTFÖY ALTIN FONU,24.08.2026,"1,940425",201378935.00,3132,"390760652,22"
BMU,BULLS PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"3,176888",129694600.00,3629,"412025176,46"
BNC,AK PORTFÖY BEŞİNCİ SERBEST FON,24.08.2026,"2,195942",284138061.00,240,"623950679,26"
BNH,İSTANBUL PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,173771",45079949.00,177,"52913530,91"
BOH,BULLS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"0,774066",250569682.00,11,"193957431,27"
BOL,AKTİF PORTFÖY BORÇLANMA ARAÇLARI FONU,24.08.2026,"1,700809",61970285.00,254,"105399593,37"
BON,A1 CAPİTAL PORTFÖY BORÇLANMA ARAÇLARI FONU,24.08.2026,"1,423856",20416612.00,339,"29070319,48"
BOP,İŞ PORTFÖY ÖPY BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,24.08.2026,"49,775004",27050092.00,11,"1346418426,95"
BOS,BULLS PORTFÖY ALTINCI HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,637745",1602133719.00,927,"2623885910,48"
BP5,BULLS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,762016",35573439.00,11,"62680952,83"
BPD,BULLS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,24.08.2026,"55,698552",2748429.00,11,"153083515,23"
BPZ,BULLS PORTFÖY PARA PİYASASI (TL) FONU,24.08.2026,"1,596452",414426720.00,1233,"661612169,51"
BRB,BULLS PORTFÖY ARENA SERBEST FON,24.08.2026,"0,942207",571381465.00,11,"538359547,27"
BRC,RE-PIE PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"1,352391",98062369.00,38,"132618704,93"
BRF,DENİZ PORTFÖY BİRİNCİ FON SEPETİ FONU,24.08.2026,"1,606332",52405548.00,1060,"84180734,82"
BRG,TEB PORTFÖY BURGAN BANK PARA PİYASASI (TL) FONU,24.08.2026,"5,13555",375622592.00,1616,"1929028723,46"
BRH,İSTANBUL PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"7,547394",803206408.00,15,"6062115474,91"
BRR,AK PORTFÖY İKİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,24.08.2026,"1,668052",58509654.00,335,"97597116,19"
BRT,PARDUS PORTFÖY BEREKET HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"0,918918",17312897.00,350,"15909136,98"
BRZ,TEB PORTFÖY BURGAZ SERBEST (DÖVİZ) ÖZEL FON,24.08.2026,"55,186611",28212700.00,5,"1556963288,25"
BS1,AHLATCI PORTFÖY BİRİNCİ SERBEST (TL) FON,24.08.2026,"1,226051",6735915.00,129,"8258574,83"
BSA,İŞ PORTFÖY BAŞAK SERBEST ÖZEL FON,24.08.2026,"0,438479",2039522977.00,1,"894287581,39"
BSC,A1 CAPİTAL PORTFÖY BİRİNCİ SERBEST FON,24.08.2026,"0,135921",957331903.00,41,"130121921,60"
BSD,BV PORTFÖY SERBEST (DÖVİZ) FON,24.08.2026,"1,191234",301076428.00,91,"358652364,32"
BSE,PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"0,504876",699706398.00,65,"353264841,30"
BSF,İŞ PORTFÖY BİRİNCİ SERBEST ÖZEL FON,24.08.2026,"1,267959",5653503590.00,1,"7168410726,61"
BSH,ATLAS PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"0,978267",7249071.00,127,"7091525,52"
BSM,GLOBAL MD PORTFÖY BERRAK SERBEST FON,24.08.2026,"1,764841",1336115021.00,2872,"2358030513,04"
BSN,BULLS PORTFÖY SANAYİ ŞİRKETLERİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),24.08.2026,"0,937723",757705538.00,18,"710517920,91"
