Dışa Aktarım Tarihi:,09.06.2026 11:44:58
Toplam Kayıt Sayısı:,2013

Fon Kodu,Fon Adı,Tarih,Fiyat,Tedavüldeki Pay Sayısı,Kişi Sayısı,Fon Toplam Değer
AFA,AK PORTFÖY AMERİKA YABANCI HİSSE SENEDİ FONU,09.06.2026,"1,189363",4399754345.00,45605,"5232904563,38"
AFO,AK PORTFÖY ALTIN FONU,09.06.2026,"1,268074",16059948904.00,84859,"20365199163,37"
AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,09.06.2026,"0,307921",2466656690.00,26898,"759536553,03"
AFT,AK PORTFÖY YENİ TEKNOLOJİLER YABANCI HİSSE SENEDİ FONU,09.06.2026,"1,000733",21516552105.00,144786,"21532328909,43"
AFV,AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU,09.06.2026,"0,551117",2110360335.00,15127,"1163054423,71"
AGC,AK PORTFÖY İKİNCİ DEĞİŞKEN FON,09.06.2026,"8,911171",11081887.00,2442,"98752587,77"
AHH,AZİMUT PORTFÖY DİNAMİK DAĞIMLI SERBEST FON,09.06.2026,"10,043886",21370610.00,15,"214643970,38"
AHI,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN),09.06.2026,"37,046128",3777549.00,2576,"139943563,55"
AHN,ATLAS PORTFÖY SERBEST(DÖVİZ)FON,09.06.2026,"66,226878",473397.00,100,"31351605,35"
AHU,ATLAS PORTFÖY BİRİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,09.06.2026,"10,574984",21211809.00,580,"224314541,31"
AHV,AZİMUT PORTFÖY DENGELİ FON SEPETİ FONU,09.06.2026,"20,340915",6003319.00,173,"122113002,78"
AHZ,AZİMUT PORTFÖY ATAK FON SEPETİ SERBEST FON,09.06.2026,"27,951701",23436880.00,12,"655100652,71"
AI1,ATA PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON,09.06.2026,"1,159859",58917889.00,18,"68336451,17"
AIH,AK PORTFÖY RTH HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"17,474125",9643754.00,4,"168516158,88"
AII,AZİMUT PORTFÖY ÇINAR SERBEST (DÖVİZ) ÖZEL FON,09.06.2026,"91,072572",4091000.00,3,"372577892,22"
AIM,AK PORTFÖY MİMKA HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"24,827725",2162287.00,1,"53684667,58"
AIR,AZİMUT PORTFÖY ESİN SERBEST (DÖVİZ) ÖZEL FON,09.06.2026,"156,689617",8812765.00,2,"1380868771,49"
AIS,AK PORTFÖY PARA PİYASASI KATILIM FONU,09.06.2026,"0,099365",124516714806.00,14658,"12372563462,40"
AJ1,A1 CAPİTAL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,247533",17508394.00,93,"21842296,99"
AJE,AK PORTFÖY ÜÇÜNCÜ SERBEST ( DÖVİZ ) FON,09.06.2026,"60,398814",83031108.00,1028,"5014980430,05"
AJK,AK PORTFÖY 0-5 YIL VADELİ SERBEST (DÖVİZ) FON,09.06.2026,"61,668549",2217239.00,129,"136733911,88"
AJL,AK PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,09.06.2026,"61,40779",84089309.00,1431,"5163738667,07"
AJN,AK PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON,09.06.2026,"59,382408",7587431.00,323,"450559922,68"
AK2,AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,09.06.2026,"0,504211",373234569.00,9295,"188188885,14"
AK3,AK PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),09.06.2026,"51,16481",162486099.00,21970,"8313570445,12"
AKE,AK PORTFÖY EUROBOND (AMERİKAN DOLARI) BORÇLANMA ARAÇLARI FONU,09.06.2026,"0,500723",2086277003.00,13697,"1044647391,74"
AKU,AK PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),09.06.2026,"0,90342",2337267725.00,17335,"2111535084,91"
AL4,ALBARAKA PORTFÖY ALBARAKA TÜRK KISA VADELİ KATILIM SERBEST (TL) FON,09.06.2026,"3,697795",318546011.00,12,"1177917795,98"
AL5,ALBARAKA PORTFÖY KATILIM SERBEST (DÖVİZ) FON,09.06.2026,"51,68584",278948402.00,2426,"14417682363,83"
AL6,ALBARAKA PORTFÖY VAKIF KATILIM KISA VADELİ KATILIM SERBEST (TL) FON,09.06.2026,"3,617357",1426593054.00,12,"5160496653,22"
AL7,ALBARAKA PORTFÖY İKİNCİ KISA VADELİ KATILIM SERBEST (TL) FON,09.06.2026,"3,493351",2057883707.00,108,"7188909270,77"
ALC,AK PORTFÖY KAR PAYI ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),09.06.2026,"0,355136",5529958118.00,26509,"1963885552,97"
ALE,AK PORTFÖY PARA PİYASASI (TL) FONU,09.06.2026,"12,502687",6001855965.00,141111,"75039329541,08"
AN1,STRATEJİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,09.06.2026,"102,166815",11418429.25,2485,"1166584546,44"
ANL,AK PORTFÖY ALTERNATİF BANK PARA PİYASASI (TL)FONU,09.06.2026,"34,678528",17702465.00,4130,"613895433,05"
ANZ,ATA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,09.06.2026,"20,720796",12939094.00,177,"268108333,33"
AOJ,ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,595016",12864638.00,230,"20519303,23"
AOY,AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU,09.06.2026,"0,405081",3233679926.00,39510,"1309901869,19"
AP2,ATLAS PORTFÖY BEŞİNCİ SERBEST (TL) FON,09.06.2026,"2,749951",287026278.00,35,"789308138,94"
AP4,ATLAS PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,15738",249218342.00,11,"288440257,19"
AP5,ATLAS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"0,975482",1012592.00,12,"987764,94"
AP6,PARDUS PORTFÖY ALTINCI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"7,319414",113697224.00,46,"832197007,54"
AP7,PARDUS PORTFÖY ALGO ETNA İSTATİSTİKSEL ARBİTRAJ SERBEST FON,09.06.2026,"2,469086",76224283.00,498,"188204296,47"
APJ,AK PORTFÖY BIST ŞİRKETLERİ FON SEPETİ FONU,09.06.2026,"6,658968",13758747.00,3092,"91619058,56"
APP,AK PORTFÖY P1 SERBEST ÖZEL FON,09.06.2026,"31,914774",6415502.00,2,"204749299,18"
APT,AK PORTFÖY ORTA VADELI BORÇLANMA ARAÇLARI FONU,09.06.2026,"0,148292",1864886299.00,13286,"276547171,89"
ARE,İSTANBUL PORTFÖY YABANCI HİSSE SENEDİ FONU,09.06.2026,"0,226966",141307377.00,1688,"32071993,89"
ARF,AK PORTFÖY ÖPY İKİNCİ SERBEST (TL) ÖZEL FON,09.06.2026,"8,105133",90349894.00,1,"732297874,32"
ARL,AK PORTFÖY BİRİNCİ FON SEPETİ FONU,09.06.2026,"15,340696",275498690.00,7780,"4226341662,85"
ARM,AK PORTFÖY İKİNCİ FON SEPETİ FONU,09.06.2026,"17,861987",185017506.00,5507,"3304780230,51"
ARP,AK PORTFÖY ÖPY BİRİNCİ SERBEST ÖZEL FON,09.06.2026,"39,50848",75563996.00,1,"2985418622,96"
AS1,ALLBATROSS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,09.06.2026,"44,727023",141910.00,39,"6347211,81"
AS3,ALLBATROSS PORTFÖY ATLAS SERBEST FON,09.06.2026,"0,785655",225848060.00,16,"177438769,94"
ASJ,AKTİF PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),09.06.2026,"3,723283",18054654.00,833,"67222580,76"
ATJ,AZİMUT PORTFÖY İKİNCİ DEĞİŞKEN FON,09.06.2026,"22,032639",46121402.00,10,"1016176184,85"
AU1,A1 CAPİTAL PORTFÖY ALTIN FONU,09.06.2026,"1,121892",48841548.00,623,"54794954,91"
AUV,AK PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON,09.06.2026,"47,572356",18585154.00,609,"884139555,17"
AVC,ATA PORTFÖY İKİNCİ SERBEST (TL) FON,09.06.2026,"158,813088",1794510.00,12,"284991674,64"
AVT,AK PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,09.06.2026,"209,705493",15873161.00,19543,"3328689059,52"
AVZ,AK PORTFÖY EMS SERBEST ( DÖVİZ ) ÖZEL FON,09.06.2026,"98,612325",2302470.00,1,"227051919,80"
AY6,AZİMUT PORTFÖY 26.0 SERBEST FON,09.06.2026,"1,320384",78262194.00,11,"103336183,10"
AY7,AZİMUT PORTFÖY 27.0 SERBEST FON,09.06.2026,"1,553905",157977532.00,12,"245482123,33"
AYA,ATA PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),09.06.2026,"18,50689",64256684.00,10511,"1189191377,68"
AYR,AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU,09.06.2026,"0,129722",13771798305.00,13126,"1786499458,90"
AZF,AK PORTFÖY PY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) ÖZEL FONU,09.06.2026,"0,17146",3325162435.00,4,"570131771,37"
AZJ,AZİMUT PYŞ STRATEJİ-1 SERBEST FON,09.06.2026,"19,037402",53102007.00,44,"1010924254,83"
AZV,AZİMUT PORTFÖY BKS SERBEST (DÖVİZ) ÖZEL FON,09.06.2026,"25,587544",167742494.00,5,"4292118514,76"
AZZ,AK PORTFÖY ÖPY MUTLAK GETİRİ HEDEFLİ SERBEST (DÖVİZ) ÖZEL FON,09.06.2026,"60,729391",457506454.00,7,"27784088498,75"
BA1,GLOBAL MD PORTFÖY BİRİNCİ SERBEST FON,09.06.2026,"1,56975",200523069.00,24,"314771064,41"
BAC,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"6,806768",754698421.00,11,"5137056838,02"
BAG,BULLS PORTFÖY ATAK DEĞIŞKEN FON,09.06.2026,"0,970114",89206338.00,179,"86540280,42"
BAL,QNB PORTFÖY BALY SERBEST (DÖVİZ) ÖZEL FON,09.06.2026,"47,459026",21974290.00,1,"1042878405,04"
BAO,AZİMUT PORTFÖY BARKIN SERBEST (TL) ÖZEL FON,09.06.2026,"3,244615",37508385.00,4,"121700269,67"
BAS,İŞ PORTFÖY BAŞAK SERBEST (DÖVİZ) ÖZEL FON,09.06.2026,"51,080681",28610784.00,1,"1461458335,73"
BBF,PARDUS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,09.06.2026,"3,323909",47587228.00,986,"158175625,95"
BBI,ALLBATROSS PORTFÖY BİANCO SERBEST (TL) FON,09.06.2026,"1,352887",679926.00,11,"919862,87"
BBN,BULLS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"0,560174",2300561650.00,13,"1288713713,21"
BBO,BULLS PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"2,131216",331368445.00,11,"706217652,79"
BBP,ALLBATROSS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,09.06.2026,"2,088004",11867819.00,663,"24780048,33"
BBS,BULLS PORTFÖY BİRİNCİ SERBEST (TL) FON,09.06.2026,"1,470834",805405991.00,770,"1184618547,57"
BCC,ASTRA PORTFÖY BCC SERBEST (DÖVİZ) ÖZEL FON,09.06.2026,"68,33935",41694041.00,3,"2849343664,10"
BCK,DENİZ PORTFÖY BLOCKCHAİN VE FINTECH TEKNOLOJİLERİ DEĞİŞKEN FON,09.06.2026,"2,020323",79252300.00,2586,"160115230,60"
BCO,BULLS PORTFÖY ÇOKLU VARLIK KATILIM FONU,09.06.2026,"1,677075",22933007.00,430,"38460380,89"
BDA,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ-AVRO) FON,09.06.2026,"53,8518",26141774.00,547,"1407781594,44"
BDC,AURA PORTFÖY BODRUM SERBEST FON,09.06.2026,"8,792267",42468331.00,38,"373392897,27"
BDI,PARDUS PORTFÖY BIST 50 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"0,104767",682616467.00,74,"71515686,83"
BDO,BULLS PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"3,075412",1678298973.00,11,"5161460152,07"
BDS,PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),09.06.2026,"2,445451",181037189.00,10601,"442717564,79"
BDY,AK PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,637162",61525865.00,2439,"100727796,73"
BFE,ALLBATROSS PORTFÖY BİRİNCİ FON SEPETİ FONU,09.06.2026,"1,727101",5220577.00,57,"9016466,01"
BFO,İŞ PORTFÖY BFO1 SERBEST (DÖVİZ) ÖZEL FON,09.06.2026,"50,851496",70633762.00,1,"3591832492,98"
BFS,BULLS PORTFÖY EMTİA FON SEPETİ FONU,09.06.2026,"0,968024",13066358.00,90,"12648545,14"
BFT,AZİMUT PORTFÖY BANKA VE FİNANS SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,122632",254055410.00,567,"285210660,05"
BGH,AZİMUT PORTFÖY BGN HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"2,272284",470029440.00,1,"1068040177,79"
BGP,AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU,09.06.2026,"6,038875",9286347018.00,30263,"56079090870,09"
BHA,BULLS PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,553804",47143894.00,758,"73252367,20"
BHE,AK PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,772189",20087795.00,74,"35599375,40"
BHF,PARDUS PORTFÖY BİRİNCİ DEĞİŞKEN FON,09.06.2026,"3,048666",95933939.00,2248,"292470545,69"
BHH,PARDUS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"0,269673",1492177812.00,74,"402399493,12"
BHI,BV PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"2,190385",539064677.00,391,"1180759446,69"
BHL,İŞ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,263639",58835902.00,910,"74347345,24"
BHN,A1 CAPİTAL PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"2,003787",420190405.00,42,"841972144,47"
BHO,AZİMUT PORTFÖY BİRİNCİ PY HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,16205",931314599.00,1,"1082234259,83"
BI5,BULLS PORTFÖY BIST 50 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,677372",387605765.00,12,"650159022,48"
BIA,TRİVE PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"0,205958",2560193.00,12,"527292,25"
BID,QNB PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),09.06.2026,"3,297631",80393684.00,2170,"265108686,47"
BIG,YAPI KREDİ PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,373888",407237183.00,3624,"559498356,72"
BIH,PARDUS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),09.06.2026,"7,707332",99745234.00,513,"768769617,73"
BIK,BULLS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,404662",2323018343.00,14,"3263055957,51"
BIO,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),09.06.2026,"2,374297",425762868.00,11474,"1010887655,23"
BIP,İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,09.06.2026,"1,512873",3957278350.00,195,"5986858043,53"
BIS,BV PORTFÖY BİRİNCİ SERBEST FON,09.06.2026,"1,677158",506698354.00,70,"849813194,97"
BIY,AZİMUT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,304717",58299873.00,307,"76064850,35"
BJD,AZİMUT PORTFÖY 13.0 SERBEST (DÖVİZ) FON,09.06.2026,"50,912104",18903185.00,92,"962400926,08"
BKO,AZİMUT PORTFÖY BİRİNCİ KATILIM SERBEST ÖZEL FON,09.06.2026,"1,185221",3822315361.00,1,"4530287611,76"
BKY,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,09.06.2026,"47,412738",72076092.00,679,"3417324845,32"
BLA,BULLS PORTFÖY ALGORİTMİK HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"7,193432",935298004.00,15,"6728002883,36"
BLD,DENİZ PORTFÖY BALEV EĞİTİME DESTEK SERBEST FON,09.06.2026,"1,542809",327446287.00,773,"505187140,24"
BLT,BULLS PORTFÖY ALTIN FONU,09.06.2026,"1,680691",196117239.00,2760,"329612565,52"
BMU,BULLS PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"2,952299",832558475.00,25,"2457961658,29"
BNC,AK PORTFÖY BEŞİNCİ SERBEST FON,09.06.2026,"2,00627",335018605.00,248,"672137899,98"
BNH,İSTANBUL PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,196443",59761163.00,189,"71500828,44"
BOH,BULLS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,017939",250569682.00,11,"255064630,12"
BOL,AKTİF PORTFÖY BORÇLANMA ARAÇLARI FONU,09.06.2026,"1,567445",26355187.00,247,"41310317,47"
BON,A1 CAPİTAL PORTFÖY BORÇLANMA ARAÇLARI FONU,09.06.2026,"1,261526",12110847.00,284,"15278150,23"
BOP,İŞ PORTFÖY ÖPY BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,09.06.2026,"46,755228",24454727.00,9,"1143386338,25"
BOS,BULLS PORTFÖY ALTINCI HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,383615",1742004302.00,1152,"2410263927,77"
BP5,BULLS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,707677",255919413.00,15,"437027607,36"
BPD,BULLS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,09.06.2026,"51,737836",2748429.00,11,"142197769,48"
BPZ,BULLS PORTFÖY PARA PİYASASI (TL) FONU,09.06.2026,"1,455456",191828283.00,568,"279197645,33"
BRB,BULLS PORTFÖY ARENA SERBEST FON,09.06.2026,"1,128397",659840963.00,11,"744562514,08"
BRC,RE-PIE PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,267462",102150029.00,39,"129471243,48"
BRF,DENİZ PORTFÖY BİRİNCİ FON SEPETİ FONU,09.06.2026,"1,539058",66070184.00,1193,"101685865,95"
BRG,TEB PORTFÖY BURGAN BANK PARA PİYASASI (TL) FONU,09.06.2026,"4,733268",347439875.00,1581,"1644526190,18"
BRH,İSTANBUL PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"6,507497",805715932.00,15,"5243193879,42"
BRR,AK PORTFÖY İKİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,09.06.2026,"1,533385",51813534.00,253,"79450089,35"
BRT,PARDUS PORTFÖY BEREKET HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,13732",24820643.00,434,"28229004,21"
BRZ,TEB PORTFÖY BURGAZ SERBEST (DÖVİZ) ÖZEL FON,09.06.2026,"52,003558",32662700.00,5,"1698576613,80"
BS1,AHLATCI PORTFÖY BİRİNCİ SERBEST (TL) FON,09.06.2026,"1,196726",6434392.00,146,"7700204,99"
BSA,İŞ PORTFÖY BAŞAK SERBEST ÖZEL FON,09.06.2026,"0,413899",2039522977.00,1,"844156358,38"
BSC,A1 CAPİTAL PORTFÖY BİRİNCİ SERBEST FON,09.06.2026,"0,242057",957334901.00,42,"231729257,81"
BSD,BV PORTFÖY SERBEST (DÖVİZ) FON,09.06.2026,"1,136784",224061429.00,95,"254709488,47"
BSE,PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"0,684965",699708406.00,66,"479275537,43"
BSF,İŞ PORTFÖY BİRİNCİ SERBEST ÖZEL FON,09.06.2026,"1,288468",5653503590.00,1,"7284359926,63"
BSH,ATLAS PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"0,991545",10469924.00,143,"10381398,50"
BSM,GLOBAL MD PORTFÖY BERRAK SERBEST FON,09.06.2026,"1,575569",1434591835.00,2777,"2260298305,89"
BSN,BULLS PORTFÖY SANAYİ ŞİRKETLERİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"1,240729",757705538.00,18,"940107113,53"
BST,PARDUS PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),09.06.2026,"10,206159",5140835.00,664,"52468177,71"
BTE,BV PORTFÖY OYUN VE TEKNOLOJİ DEĞİŞKEN FON,09.06.2026,"4,636573",51741048.00,983,"239901136,97"
